layer,token_type,n_tokens,k_mean,k_std,k_min,k_max,k_abs_max,k_q01,k_q05,k_q50,k_q95,k_q99,v_mean,v_std,v_min,v_max,v_abs_max,v_q01,v_q05,v_q50,v_q95,v_q99,k_norm_mean,k_norm_std,k_norm_min,k_norm_max,k_norm_median,k_norm_q01,k_norm_q05,k_norm_q50,k_norm_q95,k_norm_q99,v_norm_mean,v_norm_std,v_norm_min,v_norm_max,v_norm_median,v_norm_q01,v_norm_q05,v_norm_q50,v_norm_q95,v_norm_q99,kv_norm_ratio
3,text,32,-0.08783428288370487,5.1917368263203905,-93.625,91.875,93.625,-7.4544140625,-3.0149414062499997,-0.0006449222564697266,2.716796875,6.602851562499993,-0.0008864220308169024,0.4199689116077038,-2.59375,2.640625,2.640625,-1.09375,-0.67578125,-0.00020295381546020508,0.6796875,1.0546875,164.4780224889099,23.577755626844038,62.623281616299884,187.74508109190052,172.24030399282924,81.12660659624551,127.86869049488584,172.24030399282924,185.31991305439755,187.4358828185991,13.187500899737882,2.587949887353307,1.4205359463060194,15.73138670830229,13.82127720034309,3.9691812862328417,9.728427688390319,13.82127720034309,15.630281128593028,15.716747375913618,12.472266257223845
3,vision,143,-0.072814474393161,5.146612835545403,-82.125,95.25,95.25,-7.30859375,-3.0926757812499996,-0.0017309188842773438,2.681640625,6.5859375,-0.008084839923059816,0.41294212962849236,-2.90625,3.75,3.75,-1.0234375,-0.66796875,-0.005889892578125,0.640625,0.9765625,164.34758380398813,10.89162703700969,140.70503718874264,190.76243984404366,164.28548104682227,142.76069294031552,146.14266154228335,164.28548104682227,181.81771274552165,185.52430259134584,13.140136459630332,1.4203726589872303,9.448981831720596,16.718012440140637,13.302200516021886,10.232567525185438,11.025435016858559,13.302200516021886,15.293854609871286,15.576643821258155,12.507296580130925
4,all,175,-0.167184397156816,7.025695158801943,-107.875,114.3125,114.3125,-15.6796875,-5.37109375,-0.004322052001953125,4.51953125,12.7578125,-0.005970483097314303,0.41453241555750375,-3.09375,2.40625,3.09375,-1.0390625,-0.6796875,-0.0033111572265625,0.66015625,1.0078125,224.0754525339275,19.074980809188798,83.10886807638776,265.90475186405973,225.7688005033528,188.10927361439704,194.23090585875445,225.7688005033528,250.18700233775695,256.32854994845525,13.14228177914073,1.8105651988294642,2.0764600273362848,16.944658131300198,13.474779088223839,10.098497505277813,10.820574842845355,13.474779088223839,15.571207651104098,16.43529837055125,17.049965622375968
4,text,32,-0.21910036847839365,7.416783039904468,-107.875,114.3125,114.3125,-15.424453125,-5.4166015624999995,-0.01122283935546875,4.515625,12.822890624999985,0.0016755123851908138,0.40303007124695256,-2.25,2.40625,2.40625,-1.0,-0.64453125,-0.0013842582702636719,0.65234375,1.0234375,235.43567575717384,30.790882228744326,83.10886807638776,265.90475186405973,243.52260267687473,117.28875265668043,206.69548059071442,243.52260267687473,257.06068047664405,263.82008055004604,12.713824001336015,2.1663771671236502,2.0764600273362848,14.815305750927536,13.094317660278152,4.645916680627715,10.645060057915318,13.094317660278152,14.558223306621795,14.749407185862982,18.5180851750373
4,vision,143,-0.1555668371407986,6.935106631777672,-94.6875,100.75,100.75,-15.765625,-5.359375,-0.0025663375854492188,4.51953125,12.7265625,-0.007681475093399363,0.41704373840198394,-3.09375,2.3125,3.09375,-1.0546875,-0.68359375,-0.0040130615234375,0.66015625,1.0,221.5333046797745,14.063345030309058,187.72186776553082,253.10235702374223,224.49158984979442,189.0806856181202,194.3619530377574,224.49158984979442,241.12764889833522,248.13313541541598,13.238160442705421,1.7062299165998318,10.09016683476736,16.944658131300198,13.635612075488542,10.182189555839829,10.82843148039776,13.635612075488542,15.631659030556698,16.537859561955536,16.734447783630333
5,all,175,0.017153263744299433,6.767205087569635,-112.9375,90.1875,112.9375,-17.23453125,-3.537109375,0.0025339126586914062,3.505859375,18.797031250000146,0.010002401369357749,0.47824074251179605,-3.890625,3.515625,3.890625,-1.15625,-0.74609375,0.0047760009765625,0.78515625,1.265625,214.73099413082778,28.01870278282489,45.36102152366915,280.6463211833884,213.46702729565925,173.94357602831187,180.13401936404145,213.46702729565925,259.71193176314756,273.31287330057,15.076502581278557,2.646671095554199,2.7926026499178067,20.987990730610406,15.277389243958451,10.84407460290378,11.395685739524584,15.277389243958451,19.282340012514517,20.366369410715716,14.242759086412573
5,text,32,0.030857993102472392,7.621280698863046,-100.875,90.1875,100.875,-16.60921875,-3.376953125,0.005611419677734375,3.5078125,18.499687499999823,0.009448925871765823,0.46236358997573335,-2.859375,3.046875,3.046875,-1.1328125,-0.73046875,0.0045375823974609375,0.7578125,1.2421875,240.5918505215509,39.930816297376694,45.36102152366915,280.6463211833884,247.04728770367157,92.12470154430325,206.57499963851853,247.04728770367157,273.3726002188864,278.44506473477674,14.543302973591729,2.737622156278203,2.7926026499178067,17.773891819442397,15.09408967251725,5.32641677905113,11.15835320870136,15.09408967251725,17.690319602761306,17.764782904650584,16.5431367935074
5,vision,143,0.014086471160652337,6.560873397817967,-112.9375,78.75,112.9375,-17.5059375,-3.572265625,0.0010595321655273438,3.505859375,18.870156250000036,0.010126256026161535,0.4817219369541042,-3.890625,3.515625,3.890625,-1.1640625,-0.75390625,0.00494384765625,0.7890625,1.2734375,208.94394934409257,20.51268874280686,171.90692167532336,257.66558771368545,206.14327396891852,175.2234290439979,179.4527143148421,206.14327396891852,244.36130728697896,253.59725499261833,15.195819976005676,2.61102019050834,10.496496568863117,20.987990730610406,15.292010078628339,11.1783051107901,11.644370289648972,15.292010078628339,19.470132807077093,20.506163793724898,13.750093754336177
6,all,175,-0.08762114314029791,5.038259587828862,-75.8125,87.75,87.75,-13.140625,-4.46484375,0.0060138702392578125,4.0900390624999545,9.812578125000073,-0.004255541144936745,0.40307975938813273,-3.15625,2.84375,3.15625,-1.0546875,-0.6484375,0.0006542205810546875,0.62890625,0.98828125,160.96594447522705,9.54481794538684,128.94323984713057,183.24022420019088,161.48322622185265,139.57413380319784,146.1512262566283,161.48322622185265,175.22013354656286,180.1247154665199,12.747310873086558,1.9741482247117121,2.4924613260513406,18.485080519492072,12.649972603845425,9.17874661284518,10.092962937207455,12.649972603845425,16.160799577609417,16.99699266775926,12.62744323707324
6,text,32,-0.10329329592241265,4.996814559710329,-62.40625,85.4375,85.4375,-13.757499999999999,-4.333203124999999,0.0095672607421875,3.9778320312499957,10.33062499999994,0.0011722853414539713,0.4090995360420697,-2.484375,2.765625,2.765625,-1.046875,-0.65625,0.002773284912109375,0.65625,1.072568359374987,159.66840414957392,9.182470877859986,128.94323984713057,173.36926106919776,162.054765268322,134.54029046928912,147.8126704713832,162.054765268322,170.5439400606428,172.82261827139823,12.841218929289456,2.546297776035407,2.4924613260513406,16.67481499606965,13.235106614827295,4.908404644323012,10.423683801841333,13.235106614827295,15.992963152458053,16.531328648228843,12.434053576127983
6,vision,143,-0.08411408797227224,5.047480740207593,-75.8125,87.75,87.75,-12.981953125,-4.484375,0.0051898956298828125,4.109375,9.716328125000018,-0.005470159659373828,0.40171028311605794,-3.15625,2.84375,3.15625,-1.0625,-0.64453125,-7.843971252441406e-05,0.625,0.97265625,161.2563031494991,9.60005131133884,137.6366610304454,183.24022420019088,161.32002869889405,140.26226020759518,145.6386635933409,161.32002869889405,175.8618012663239,181.3277630445374,12.726296482887308,1.8210101093958253,9.026527799771154,18.485080519492072,12.494540422167912,9.332992776699223,9.947537210890014,12.494540422167912,16.14958318674933,17.04686082963874,12.67111004103479
7,all,175,0.007923341587385429,3.9078440097671656,-59.125,54.875,59.125,-10.7578125,-3.423828125,-0.0043010711669921875,3.330078125,12.3515625,0.002332357307563403,0.5695989283421835,-5.15625,4.21875,5.15625,-1.3984375,-0.91796875,0.00264739990234375,0.92578125,1.4140625,124.43745121043936,12.374962718364591,51.301255512725426,153.69508586027797,124.71021942293368,107.29758335700677,108.51802011067794,124.71021942293368,143.00044066272594,147.79860941887475,18.047598062912503,2.553300670925965,3.6647434587260523,25.602972827216128,17.87656183029881,13.849509088080456,14.87366305499888,17.87656183029881,22.351737777091312,24.452511638870842,6.894959139529827
7,text,32,0.010365681557232165,4.312241835368706,-59.125,54.375,59.125,-10.942656249999999,-3.4016601562499997,-0.0018105506896972656,3.30859375,13.088515624999985,-0.003010964297573082,0.5858045834335618,-3.578125,3.390625,3.578125,-1.46875,-0.9453125,-0.0021839141845703125,0.94140625,1.4772070312499963,137.02842591802087,16.280063720547084,51.301255512725426,153.69508586027797,140.85546932218085,75.35393328188171,129.84419425832257,140.85546932218085,147.9518222790586,152.05216253252811,18.38958255989403,3.6380702263257527,3.6647434587260523,25.602972827216128,18.86732071961098,6.885891996967354,14.20408565994079,18.86732071961098,22.449192598609326,24.63773776453935,7.451415793247375
7,vision,143,0.00737680397175539,3.811478668450768,-58.6875,54.875,58.6875,-10.700703125,-3.431640625,-0.0048999786376953125,3.3359375,12.195859375000055,0.0035280656387827562,0.565902039701158,-5.15625,4.21875,5.15625,-1.3828125,-0.91015625,0.00408935546875,0.921875,1.3984375,121.61989043671481,9.202417336144386,106.44794736844152,144.46912086324662,121.96760804209534,107.72412418411247,108.41952569375906,121.96760804209534,136.50180914805517,143.70786013881425,17.971070063587966,2.2325743287821145,13.748836294132108,24.537042256093507,17.631140738242664,13.932351263549041,15.012835110654288,17.631140738242664,22.206537560766876,23.849994757653075,6.76753749255781
8,all,175,0.017211067729097394,2.1681410125530207,-29.40625,30.375,30.375,-5.16015625,-2.61328125,0.009552001953125,2.74609375,5.4296875,-0.005283260303216853,0.698317389407512,-22.5,22.25,22.5,-1.671875,-1.0390625,-0.006381988525390625,1.0390625,1.703125,69.20387210277315,4.9782443951489554,49.97750436480725,81.73619981582985,69.3801696815646,53.21568057514771,60.870895277486476,69.3801696815646,76.84646569725562,79.25609829845506,21.32956566677383,6.665502216311822,3.933733392391122,90.83139867066815,20.223589099613342,15.126267279231273,16.83246943769371,20.223589099613342,26.05265570110959,45.54366549947929,3.2445045147157217
8,text,32,0.023925630670419196,2.1267851429851277,-27.890625,25.703125,27.890625,-5.48046875,-2.541015625,0.008090972900390625,2.6379882812499957,5.813789062499993,-0.012181890007923357,0.7057685616420787,-10.5,10.625,10.625,-1.7994531249999999,-1.1015625,-0.004547119140625,1.078125,1.7115820312499963,67.87120427102839,5.085077241398846,53.06092302850999,77.63968363998517,67.89446157989322,54.34408422365322,59.23962925431733,67.89446157989322,76.35743558632952,77.26308212991525,21.84063485970824,5.762162253573473,3.933733392391122,45.17267478909226,21.93902342817042,7.544721586691771,15.800479411628746,21.93902342817042,25.644148905440538,39.234598671064404,3.107565540424728
8,vision,143,0.015708508189780625,2.1772850817692246,-29.40625,30.375,30.375,-5.0612890625,-2.6258789062499996,0.01010894775390625,2.765625,5.362070312500009,-0.003739510998667146,0.6966297275293312,-22.5,22.25,22.5,-1.640625,-1.03125,-0.0071868896484375,1.0234375,1.6953125,69.50209147770904,4.904689060186601,49.97750436480725,81.73619981582985,69.73625289138717,53.430593733878084,61.69582729346152,69.73625289138717,77.21192493217181,79.28652414139776,21.215200532690606,6.8461372062722985,14.957247674208192,90.83139867066815,19.95893302110287,15.25190334908169,16.86567694954399,19.95893302110287,26.069556303627454,42.12547699085398,3.276051591905197
9,all,175,0.11048308032132419,3.2443604649256974,-41.25,42.0,42.0,-8.546875,-3.125,0.012958526611328125,3.51171875,9.421953125000073,0.01890864016654502,0.8397005052047146,-7.90625,7.46875,7.90625,-2.125,-1.3203125,0.02010345458984375,1.34375,2.140625,103.65972364695156,6.756995112151854,48.12404864577866,118.00129224576334,103.79141363647601,90.62626184591723,95.62275895086704,103.79141363647601,113.10250057841874,115.33794756210966,26.657334522032297,3.431020066569396,6.996976685634424,36.999530772894424,26.309200795272666,21.618735596649344,22.735718026769774,26.309200795272666,33.083449800913854,36.3201328388375,3.8886004735873634
9,text,32,0.08221466932081967,3.1871073323684125,-41.25,37.03125,41.25,-8.671875,-3.10546875,0.00647735595703125,3.4211914062499957,9.690078124999985,-0.017175208142361953,0.8748183689408565,-7.90625,6.09375,7.90625,-2.328125,-1.3984375,-0.00498199462890625,1.359375,2.203125,101.35895791952562,11.606892217694556,48.12404864577866,116.86043465516201,102.4388988129044,60.44246504941933,90.63950396320988,102.4388988129044,113.76181747139265,115.9856635056105,27.471683360408356,5.411398317477865,6.996976685634424,36.999530772894424,26.786687307609533,11.70834698239777,22.5017907177479,26.786687307609533,35.380786125190006,36.854905249707464,3.68957943311192
9,vision,143,0.11680887858717136,3.257000959022665,-39.9375,42.0,42.0,-8.536640625,-3.12890625,0.014492034912109375,3.526269531249966,9.3828125,0.0269833474804263,0.8314245310582521,-6.9375,7.46875,7.46875,-2.078125,-1.296875,0.02886962890625,1.3359375,2.125,104.17458031322872,4.927186542298052,91.59788398621625,118.00129224576334,103.88302173359065,93.25550657790572,96.24338944833748,103.88302173359065,112.6844198673166,114.75227867043438,26.47510261414395,2.7697779518424124,21.51085957688104,36.245342788896885,26.19763770247327,21.682461897117907,22.9190828780898,26.19763770247327,31.873675644691417,34.299514276290914,3.934813089546815
10,all,175,0.0686695293846008,3.998309650247938,-72.3125,71.5625,72.3125,-8.27359375,-3.017578125,0.014278411865234375,3.25390625,8.6484375,0.0061284676829486025,0.9027721794427214,-17.25,35.25,35.25,-2.265625,-1.359375,0.005859375,1.3671875,2.265625,126.11446951783478,21.682362308834765,49.75124504373702,169.0540003390617,125.55563762322166,85.92367848438082,89.86053910274012,125.55563762322166,158.5563758833128,166.2351295618281,28.025518715967753,7.011869278519724,7.8207982490225145,93.43357950783486,27.015234687499717,20.81732432703625,22.973055413623882,27.015234687499717,34.200529315306746,47.22588801440416,4.4999869867165065
10,text,32,0.013501588657163666,4.696076149260163,-65.25,71.5625,71.5625,-9.374453124999997,-3.0754882812499997,-0.006031036376953125,3.072265625,9.9375,-0.0008091137606243137,0.8417661206328269,-5.90625,6.03515625,6.03515625,-2.1875,-1.328125,-0.00021731853485107422,1.328125,2.15625,148.93598671488797,20.01661503926799,49.75124504373702,169.0540003390617,151.46616703594452,75.6679108842496,136.51045925923714,151.46616703594452,166.29219420412363,168.24904844518557,26.53007409815753,4.661729873430557,7.8207982490225145,35.45082146312436,26.415190445277045,12.005018640399744,21.75193041631279,26.415190445277045,32.06040031354804,34.55506375747697,5.613854909106014
10,vision,143,0.08101480283409722,3.8246665615465596,-72.3125,68.3125,72.3125,-8.005390625,-3.001953125,0.023529052734375,3.287109375,8.4375,0.007680933460531353,0.9158604427084874,-17.25,35.25,35.25,-2.28125,-1.3671875,0.007781982421875,1.375,2.28125,121.00755657863404,18.521346092719295,85.38006723041111,160.47215590075908,122.01699052692165,86.22624108366631,88.7021037649865,122.01699052692165,151.07084464344496,156.58012522937491,28.3601636654078,7.395477568248265,20.698987143776904,93.43357950783486,27.287658716073718,21.17396761033861,23.52031120989254,27.287658716073718,34.529125436424316,58.817650938812086,4.266814465751216
11,all,175,0.01187626271309065,2.389336493140299,-27.953125,25.78125,27.953125,-7.4687890625,-3.447265625,0.0025806427001953125,3.5234375,7.55078125,-0.015447783274576068,1.1740583080388507,-34.0,29.125,34.0,-3.109375,-1.78125,-0.012939453125,1.75,2.96875,76.43101304901467,2.09471848299366,69.32823544332477,91.21055360177134,76.72037884578512,70.76032404883384,72.89253444685114,76.72037884578512,78.77597860546906,79.71456394500505,36.28624288622904,9.749244019775812,8.119401882482887,130.0436354683074,36.13797315323663,24.528649466512213,27.279043009403654,36.13797315323663,41.79661991725383,59.04970847417126,2.1063358168178095
11,text,32,0.04034060685444274,2.3495315314620098,-27.953125,25.78125,27.953125,-7.2161328125,-3.3176757812499997,0.006999969482421875,3.4133789062499957,7.489570312499993,-0.0189141253613343,1.0549258541450595,-8.390625,8.0,8.390625,-2.9375,-1.671875,-0.010772705078125,1.6640625,2.7395312499999704,75.11919451639875,3.399796445163259,69.94132053332545,91.21055360177134,74.85608459692162,70.28441660063302,71.37237694446416,74.85608459692162,77.71402433780763,87.03062409494615,33.12411595795052,6.537329357717839,8.119401882482887,41.70031365391418,34.15626869198991,13.211666445937523,24.88953934003679,34.15626869198991,40.84867266447266,41.66735169306791,2.267809791867622
11,vision,143,0.005506619268872,2.3981071722142957,-24.90625,19.453125,24.90625,-7.5105078125,-3.478515625,0.0017251968383789062,3.546875,7.57421875,-0.014672098332084715,1.1990963817569622,-34.0,29.125,34.0,-3.140625,-1.8046875,-0.01361083984375,1.765625,3.015625,76.72456684652312,1.520504675947647,69.32823544332477,80.21124614164064,76.89437395263771,71.88209210591421,74.11417972141824,76.89437395263771,78.78323619664907,79.47599055160686,36.99385170934031,10.198797801531963,24.479091387354607,130.0436354683074,36.38276090175862,25.83969748066692,28.448090184654113,36.38276090175862,41.90192144505692,75.52378655120998,2.0739815753532764
12,all,175,0.00481840948640768,3.276880158501165,-54.375,47.53125,54.375,-6.3046875,-2.70703125,0.0039806365966796875,2.763671875,5.7265625,0.015519695492527847,1.6526556654587434,-72.0,61.0,72.0,-3.5,-1.9921875,0.010284423828125,2.0625,3.6875,104.4309948874925,9.478676069108051,63.75719797986808,128.88074912932416,105.50919421179262,76.36854205914432,89.13756885839591,105.50919421179262,116.40644839386853,123.91768278198171,43.77433692270183,29.679543714945368,9.67269889138857,325.3940782124364,40.614154122557395,30.635715434752665,33.151919059535146,40.614154122557395,50.42737810544349,121.69482020438373,2.3856670878167776
12,text,32,0.01742361276228621,3.0197473951682836,-48.125,47.09375,48.125,-5.818984374999999,-2.5305664062499997,0.00563812255859375,2.548828125,6.09375,0.03369687120175513,1.2181579943338632,-8.2578125,11.6328125,11.6328125,-3.078125,-1.8606445312499997,0.015293121337890625,1.9394042968749936,3.3125,96.05021852077644,10.60158973589319,63.75719797986808,117.03196996856923,95.30059484621012,68.42006050225663,82.36502065058157,95.30059484621012,112.42458633079734,116.25421112952802,38.31632139982174,7.248790088888579,9.67269889138857,50.35105962606684,39.21184770396417,15.976540563648127,30.66294573447173,39.21184770396417,47.35669966730963,49.62924275086445,2.5067703529917487
12,vision,143,0.001997664697399897,3.3316976545969377,-54.375,47.53125,54.375,-6.3828125,-2.74609375,0.0036678314208984375,2.8046875,5.68359375,0.011452075753400064,1.7350245501283483,-72.0,61.0,72.0,-3.609375,-2.015625,0.00872802734375,2.09375,3.765625,106.30641337514922,8.097212216456803,69.67098392449913,128.88074912932416,106.78587575943726,83.15582859798874,94.64534111998823,106.78587575943726,118.45454028164795,125.30902376389915,44.995711025723935,32.52810970571109,30.85637933452451,325.3940782124364,40.650272343787705,32.45452670101242,34.40843844229046,40.650272343787705,50.627509748508665,201.07130192469702,2.362589921389932
13,all,175,-0.00212174964370206,1.919061694663059,-24.03125,22.421875,24.03125,-6.2734765625,-2.884765625,0.0070629119873046875,2.91796875,5.621132812500036,0.02881761274766177,1.8346349086011353,-77.0,76.0,77.0,-3.796875,-2.15625,0.01031494140625,2.234375,4.28125,61.388941257177734,1.6085509072623618,56.61851735019295,71.53309169287286,61.58016191919268,57.274800790709655,58.47993767365376,61.58016191919268,63.35400386975188,64.0622593910532,48.53068350407274,33.04980541779013,12.513220464368523,360.43682930538404,45.29659888877576,34.09180269049726,37.17320279272593,45.29659888877576,53.560609920626824,133.07085196745774,1.2649510953627083
13,text,32,0.014944583281248924,1.8957997292641122,-24.03125,22.421875,24.03125,-6.246015625,-2.6399414062499997,0.0017142295837402344,2.7766601562499957,5.776015624999985,0.010881766211241484,1.4061640073057549,-15.8125,10.4375,15.8125,-3.4375,-2.09375,-0.0069122314453125,2.15625,3.7864062499999704,60.61269623767332,2.5775429664720777,56.61851735019295,71.53309169287286,60.62273892986727,56.85210532932132,57.63273034703424,60.62273892986727,62.909899539720485,68.92716761514635,44.224442510554915,8.310973949384776,12.513220464368523,59.33040624626314,43.61409806089124,19.07747098418024,35.01779371091118,43.61409806089124,56.89770604920394,58.77497357185483,1.370570046715842
13,vision,143,-0.005940789179355427,1.924207938547889,-16.265625,13.2421875,16.265625,-6.2800390625,-2.93359375,0.00852203369140625,2.94921875,5.59375,0.032831228755811764,1.9174280005826823,-77.0,76.0,77.0,-3.875,-2.1875,0.01611328125,2.265625,4.4375,61.56264643636754,1.2307408774864477,56.99808015422755,64.97795400874494,61.667265313854074,57.825718530772505,59.224960353442306,61.667265313854074,63.40609116097106,63.735756997143646,49.49431785227253,36.279238139552206,34.23360126187882,360.43682930538404,45.62852685844289,35.269998394950555,37.35304567493433,45.62852685844289,51.61758394036372,221.98532348316172,1.2438326076160051
